"TIME","GEO","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2018","Czechia","Total","From 20 to 24 years","Number","525,198",""
"2018","Czechia","Total","From 25 to 29 years","Number","677,564",""
"2018","Czechia","Total","From 30 to 34 years","Number","724,445",""
"2018","Czechia","Total","From 35 to 39 years","Number","817,364",""
"2018","Czechia","Total","From 40 to 44 years","Number","934,896",""
"2018","Czechia","Total","From 45 to 49 years","Number","741,070",""
"2018","Czechia","Total","From 50 to 54 years","Number","700,067",""
"2018","Czechia","Total","From 55 to 59 years","Number","617,823",""
"2018","Czechia","Total","From 60 to 64 years","Number","698,568",""
"2018","Czechia","Total","From 65 to 69 years","Number","684,548",""
"2018","Czechia","Total","From 70 to 74 years","Number","569,661",""
"2018","Czechia","Total","From 75 to 79 years","Number","358,552",""
"2018","Czechia","Total","75 years or over","Number","785,974",""
"2018","Czechia","Total","From 80 to 84 years","Number","226,588",""
"2018","Czechia","Total","80 years or over","Number","427,422",""
"2018","Czechia","Males","From 20 to 24 years","Number","268,693",""
"2018","Czechia","Males","From 25 to 29 years","Number","346,641",""
"2018","Czechia","Males","From 30 to 34 years","Number","373,532",""
"2018","Czechia","Males","From 35 to 39 years","Number","421,221",""
"2018","Czechia","Males","From 40 to 44 years","Number","480,288",""
"2018","Czechia","Males","From 45 to 49 years","Number","379,907",""
"2018","Czechia","Males","From 50 to 54 years","Number","355,788",""
"2018","Czechia","Males","From 55 to 59 years","Number","308,389",""
"2018","Czechia","Males","From 60 to 64 years","Number","336,853",""
"2018","Czechia","Males","From 65 to 69 years","Number","317,104",""
"2018","Czechia","Males","From 70 to 74 years","Number","248,936",""
"2018","Czechia","Males","From 75 to 79 years","Number","145,902",""
"2018","Czechia","Males","75 years or over","Number","288,389",""
"2018","Czechia","Males","From 80 to 84 years","Number","82,491",""
"2018","Czechia","Males","80 years or over","Number","142,487",""
"2018","Czechia","Females","From 20 to 24 years","Number","256,505",""
"2018","Czechia","Females","From 25 to 29 years","Number","330,923",""
"2018","Czechia","Females","From 30 to 34 years","Number","350,913",""
"2018","Czechia","Females","From 35 to 39 years","Number","396,143",""
"2018","Czechia","Females","From 40 to 44 years","Number","454,608",""
"2018","Czechia","Females","From 45 to 49 years","Number","361,163",""
"2018","Czechia","Females","From 50 to 54 years","Number","344,279",""
"2018","Czechia","Females","From 55 to 59 years","Number","309,434",""
"2018","Czechia","Females","From 60 to 64 years","Number","361,715",""
"2018","Czechia","Females","From 65 to 69 years","Number","367,444",""
"2018","Czechia","Females","From 70 to 74 years","Number","320,725",""
"2018","Czechia","Females","From 75 to 79 years","Number","212,650",""
"2018","Czechia","Females","75 years or over","Number","497,585",""
"2018","Czechia","Females","From 80 to 84 years","Number","144,097",""
"2018","Czechia","Females","80 years or over","Number","284,935",""
"2018","Denmark","Total","From 20 to 24 years","Number","391,572",""
"2018","Denmark","Total","From 25 to 29 years","Number","386,777",""
"2018","Denmark","Total","From 30 to 34 years","Number","337,657",""
"2018","Denmark","Total","From 35 to 39 years","Number","339,008",""
"2018","Denmark","Total","From 40 to 44 years","Number","378,255",""
"2018","Denmark","Total","From 45 to 49 years","Number","391,089",""
"2018","Denmark","Total","From 50 to 54 years","Number","425,011",""
"2018","Denmark","Total","From 55 to 59 years","Number","367,613",""
"2018","Denmark","Total","From 60 to 64 years","Number","341,595",""
"2018","Denmark","Total","From 65 to 69 years","Number","323,628",""
"2018","Denmark","Total","From 70 to 74 years","Number","324,093",""
"2018","Denmark","Total","From 75 to 79 years","Number","211,648",""
"2018","Denmark","Total","75 years or over","Number","468,342",""
"2018","Denmark","Total","From 80 to 84 years","Number","135,926",""
"2018","Denmark","Total","80 years or over","Number","256,694",""
"2018","Denmark","Males","From 20 to 24 years","Number","199,939",""
"2018","Denmark","Males","From 25 to 29 years","Number","197,346",""
"2018","Denmark","Males","From 30 to 34 years","Number","172,227",""
"2018","Denmark","Males","From 35 to 39 years","Number","170,855",""
"2018","Denmark","Males","From 40 to 44 years","Number","189,519",""
"2018","Denmark","Males","From 45 to 49 years","Number","196,926",""
"2018","Denmark","Males","From 50 to 54 years","Number","214,363",""
"2018","Denmark","Males","From 55 to 59 years","Number","183,854",""
"2018","Denmark","Males","From 60 to 64 years","Number","169,081",""
"2018","Denmark","Males","From 65 to 69 years","Number","158,023",""
"2018","Denmark","Males","From 70 to 74 years","Number","156,330",""
"2018","Denmark","Males","From 75 to 79 years","Number","98,169",""
"2018","Denmark","Males","75 years or over","Number","198,110",""
"2018","Denmark","Males","From 80 to 84 years","Number","58,646",""
"2018","Denmark","Males","80 years or over","Number","99,941",""
"2018","Denmark","Females","From 20 to 24 years","Number","191,633",""
"2018","Denmark","Females","From 25 to 29 years","Number","189,431",""
"2018","Denmark","Females","From 30 to 34 years","Number","165,430",""
"2018","Denmark","Females","From 35 to 39 years","Number","168,153",""
"2018","Denmark","Females","From 40 to 44 years","Number","188,736",""
"2018","Denmark","Females","From 45 to 49 years","Number","194,163",""
"2018","Denmark","Females","From 50 to 54 years","Number","210,648",""
"2018","Denmark","Females","From 55 to 59 years","Number","183,759",""
"2018","Denmark","Females","From 60 to 64 years","Number","172,514",""
"2018","Denmark","Females","From 65 to 69 years","Number","165,605",""
"2018","Denmark","Females","From 70 to 74 years","Number","167,763",""
"2018","Denmark","Females","From 75 to 79 years","Number","113,479",""
"2018","Denmark","Females","75 years or over","Number","270,232",""
"2018","Denmark","Females","From 80 to 84 years","Number","77,280",""
"2018","Denmark","Females","80 years or over","Number","156,753",""
"2018","Germany (until 1990 former territory of the FRG)","Total","From 20 to 24 years","Number","4,602,514",""
"2018","Germany (until 1990 former territory of the FRG)","Total","From 25 to 29 years","Number","5,298,080",""
"2018","Germany (until 1990 former territory of the FRG)","Total","From 30 to 34 years","Number","5,290,252",""
"2018","Germany (until 1990 former territory of the FRG)","Total","From 35 to 39 years","Number","5,163,210",""
"2018","Germany (until 1990 former territory of the FRG)","Total","From 40 to 44 years","Number","4,788,357",""
"2018","Germany (until 1990 former territory of the FRG)","Total","From 45 to 49 years","Number","5,943,287",""
"2018","Germany (until 1990 former territory of the FRG)","Total","From 50 to 54 years","Number","6,968,045",""
"2018","Germany (until 1990 former territory of the FRG)","Total","From 55 to 59 years","Number","6,401,516",""
"2018","Germany (until 1990 former territory of the FRG)","Total","From 60 to 64 years","Number","5,375,053",""
"2018","Germany (until 1990 former territory of the FRG)","Total","From 65 to 69 years","Number","4,711,694",""
"2018","Germany (until 1990 former territory of the FRG)","Total","From 70 to 74 years","Number","3,611,909",""
"2018","Germany (until 1990 former territory of the FRG)","Total","From 75 to 79 years","Number","4,235,423",""
"2018","Germany (until 1990 former territory of the FRG)","Total","75 years or over","Number","9,386,108",""
"2018","Germany (until 1990 former territory of the FRG)","Total","From 80 to 84 years","Number","2,885,211",""
"2018","Germany (until 1990 former territory of the FRG)","Total","80 years or over","Number","5,150,685",""
"2018","Germany (until 1990 former territory of the FRG)","Males","From 20 to 24 years","Number","2,413,076",""
"2018","Germany (until 1990 former territory of the FRG)","Males","From 25 to 29 years","Number","2,749,822",""
"2018","Germany (until 1990 former territory of the FRG)","Males","From 30 to 34 years","Number","2,716,697",""
"2018","Germany (until 1990 former territory of the FRG)","Males","From 35 to 39 years","Number","2,612,793",""
"2018","Germany (until 1990 former territory of the FRG)","Males","From 40 to 44 years","Number","2,411,226",""
"2018","Germany (until 1990 former territory of the FRG)","Males","From 45 to 49 years","Number","2,999,227",""
"2018","Germany (until 1990 former territory of the FRG)","Males","From 50 to 54 years","Number","3,517,989",""
"2018","Germany (until 1990 former territory of the FRG)","Males","From 55 to 59 years","Number","3,196,294",""
"2018","Germany (until 1990 former territory of the FRG)","Males","From 60 to 64 years","Number","2,627,990",""
"2018","Germany (until 1990 former territory of the FRG)","Males","From 65 to 69 years","Number","2,252,151",""
"2018","Germany (until 1990 former territory of the FRG)","Males","From 70 to 74 years","Number","1,684,492",""
"2018","Germany (until 1990 former territory of the FRG)","Males","From 75 to 79 years","Number","1,884,435",""
"2018","Germany (until 1990 former territory of the FRG)","Males","75 years or over","Number","3,789,601",""
"2018","Germany (until 1990 former territory of the FRG)","Males","From 80 to 84 years","Number","1,186,669",""
"2018","Germany (until 1990 former territory of the FRG)","Males","80 years or over","Number","1,905,166",""
"2018","Germany (until 1990 former territory of the FRG)","Females","From 20 to 24 years","Number","2,189,438",""
"2018","Germany (until 1990 former territory of the FRG)","Females","From 25 to 29 years","Number","2,548,258",""
"2018","Germany (until 1990 former territory of the FRG)","Females","From 30 to 34 years","Number","2,573,555",""
"2018","Germany (until 1990 former territory of the FRG)","Females","From 35 to 39 years","Number","2,550,417",""
"2018","Germany (until 1990 former territory of the FRG)","Females","From 40 to 44 years","Number","2,377,131",""
"2018","Germany (until 1990 former territory of the FRG)","Females","From 45 to 49 years","Number","2,944,060",""
"2018","Germany (until 1990 former territory of the FRG)","Females","From 50 to 54 years","Number","3,450,056",""
"2018","Germany (until 1990 former territory of the FRG)","Females","From 55 to 59 years","Number","3,205,222",""
"2018","Germany (until 1990 former territory of the FRG)","Females","From 60 to 64 years","Number","2,747,063",""
"2018","Germany (until 1990 former territory of the FRG)","Females","From 65 to 69 years","Number","2,459,543",""
"2018","Germany (until 1990 former territory of the FRG)","Females","From 70 to 74 years","Number","1,927,417",""
"2018","Germany (until 1990 former territory of the FRG)","Females","From 75 to 79 years","Number","2,350,988",""
"2018","Germany (until 1990 former territory of the FRG)","Females","75 years or over","Number","5,596,507",""
"2018","Germany (until 1990 former territory of the FRG)","Females","From 80 to 84 years","Number","1,698,542",""
"2018","Germany (until 1990 former territory of the FRG)","Females","80 years or over","Number","3,245,519",""
"2018","Germany including former GDR","Total","From 20 to 24 years","Number","4,602,514",""
"2018","Germany including former GDR","Total","From 25 to 29 years","Number","5,298,080",""
"2018","Germany including former GDR","Total","From 30 to 34 years","Number","5,290,252",""
"2018","Germany including former GDR","Total","From 35 to 39 years","Number","5,163,210",""
"2018","Germany including former GDR","Total","From 40 to 44 years","Number","4,788,357",""
"2018","Germany including former GDR","Total","From 45 to 49 years","Number","5,943,287",""
"2018","Germany including former GDR","Total","From 50 to 54 years","Number","6,968,045",""
"2018","Germany including former GDR","Total","From 55 to 59 years","Number","6,401,516",""
"2018","Germany including former GDR","Total","From 60 to 64 years","Number","5,375,053",""
"2018","Germany including former GDR","Total","From 65 to 69 years","Number","4,711,694",""
"2018","Germany including former GDR","Total","From 70 to 74 years","Number","3,611,909",""
"2018","Germany including former GDR","Total","From 75 to 79 years","Number","4,235,423",""
"2018","Germany including former GDR","Total","75 years or over","Number","9,386,108",""
"2018","Germany including former GDR","Total","From 80 to 84 years","Number","2,885,211",""
"2018","Germany including former GDR","Total","80 years or over","Number","5,150,685",""
"2018","Germany including former GDR","Males","From 20 to 24 years","Number","2,413,076",""
"2018","Germany including former GDR","Males","From 25 to 29 years","Number","2,749,822",""
"2018","Germany including former GDR","Males","From 30 to 34 years","Number","2,716,697",""
"2018","Germany including former GDR","Males","From 35 to 39 years","Number","2,612,793",""
"2018","Germany including former GDR","Males","From 40 to 44 years","Number","2,411,226",""
"2018","Germany including former GDR","Males","From 45 to 49 years","Number","2,999,227",""
"2018","Germany including former GDR","Males","From 50 to 54 years","Number","3,517,989",""
"2018","Germany including former GDR","Males","From 55 to 59 years","Number","3,196,294",""
"2018","Germany including former GDR","Males","From 60 to 64 years","Number","2,627,990",""
"2018","Germany including former GDR","Males","From 65 to 69 years","Number","2,252,151",""
"2018","Germany including former GDR","Males","From 70 to 74 years","Number","1,684,492",""
"2018","Germany including former GDR","Males","From 75 to 79 years","Number","1,884,435",""
"2018","Germany including former GDR","Males","75 years or over","Number","3,789,601",""
"2018","Germany including former GDR","Males","From 80 to 84 years","Number","1,186,669",""
"2018","Germany including former GDR","Males","80 years or over","Number","1,905,166",""
"2018","Germany including former GDR","Females","From 20 to 24 years","Number","2,189,438",""
"2018","Germany including former GDR","Females","From 25 to 29 years","Number","2,548,258",""
"2018","Germany including former GDR","Females","From 30 to 34 years","Number","2,573,555",""
"2018","Germany including former GDR","Females","From 35 to 39 years","Number","2,550,417",""
"2018","Germany including former GDR","Females","From 40 to 44 years","Number","2,377,131",""
"2018","Germany including former GDR","Females","From 45 to 49 years","Number","2,944,060",""
"2018","Germany including former GDR","Females","From 50 to 54 years","Number","3,450,056",""
"2018","Germany including former GDR","Females","From 55 to 59 years","Number","3,205,222",""
"2018","Germany including former GDR","Females","From 60 to 64 years","Number","2,747,063",""
"2018","Germany including former GDR","Females","From 65 to 69 years","Number","2,459,543",""
"2018","Germany including former GDR","Females","From 70 to 74 years","Number","1,927,417",""
"2018","Germany including former GDR","Females","From 75 to 79 years","Number","2,350,988",""
"2018","Germany including former GDR","Females","75 years or over","Number","5,596,507",""
"2018","Germany including former GDR","Females","From 80 to 84 years","Number","1,698,542",""
"2018","Germany including former GDR","Females","80 years or over","Number","3,245,519",""
"2018","Estonia","Total","From 20 to 24 years","Number","66,593",""
"2018","Estonia","Total","From 25 to 29 years","Number","93,383",""
"2018","Estonia","Total","From 30 to 34 years","Number","97,528",""
"2018","Estonia","Total","From 35 to 39 years","Number","90,787",""
"2018","Estonia","Total","From 40 to 44 years","Number","90,476",""
"2018","Estonia","Total","From 45 to 49 years","Number","90,222",""
"2018","Estonia","Total","From 50 to 54 years","Number","82,941",""
"2018","Estonia","Total","From 55 to 59 years","Number","89,278",""
"2018","Estonia","Total","From 60 to 64 years","Number","84,144",""
"2018","Estonia","Total","From 65 to 69 years","Number","76,931",""
"2018","Estonia","Total","From 70 to 74 years","Number","54,277",""
"2018","Estonia","Total","From 75 to 79 years","Number","54,895",""
"2018","Estonia","Total","75 years or over","Number","127,174",""
"2018","Estonia","Total","From 80 to 84 years","Number","38,735",""
"2018","Estonia","Total","80 years or over","Number","72,279",""
"2018","Estonia","Males","From 20 to 24 years","Number","34,129",""
"2018","Estonia","Males","From 25 to 29 years","Number","48,834",""
"2018","Estonia","Males","From 30 to 34 years","Number","50,784",""
"2018","Estonia","Males","From 35 to 39 years","Number","46,742",""
"2018","Estonia","Males","From 40 to 44 years","Number","46,228",""
"2018","Estonia","Males","From 45 to 49 years","Number","45,169",""
"2018","Estonia","Males","From 50 to 54 years","Number","40,263",""
"2018","Estonia","Males","From 55 to 59 years","Number","41,770",""
"2018","Estonia","Males","From 60 to 64 years","Number","37,181",""
"2018","Estonia","Males","From 65 to 69 years","Number","31,388",""
"2018","Estonia","Males","From 70 to 74 years","Number","20,531",""
"2018","Estonia","Males","From 75 to 79 years","Number","18,058",""
"2018","Estonia","Males","75 years or over","Number","36,473",""
"2018","Estonia","Males","From 80 to 84 years","Number","10,992",""
"2018","Estonia","Males","80 years or over","Number","18,415",""
"2018","Estonia","Females","From 20 to 24 years","Number","32,464",""
"2018","Estonia","Females","From 25 to 29 years","Number","44,549",""
"2018","Estonia","Females","From 30 to 34 years","Number","46,744",""
"2018","Estonia","Females","From 35 to 39 years","Number","44,045",""
"2018","Estonia","Females","From 40 to 44 years","Number","44,248",""
"2018","Estonia","Females","From 45 to 49 years","Number","45,053",""
"2018","Estonia","Females","From 50 to 54 years","Number","42,678",""
"2018","Estonia","Females","From 55 to 59 years","Number","47,508",""
"2018","Estonia","Females","From 60 to 64 years","Number","46,963",""
"2018","Estonia","Females","From 65 to 69 years","Number","45,543",""
"2018","Estonia","Females","From 70 to 74 years","Number","33,746",""
"2018","Estonia","Females","From 75 to 79 years","Number","36,837",""
"2018","Estonia","Females","75 years or over","Number","90,701",""
"2018","Estonia","Females","From 80 to 84 years","Number","27,743",""
"2018","Estonia","Females","80 years or over","Number","53,864",""
"2018","Ireland","Total","From 20 to 24 years","Number","285,136",""
"2018","Ireland","Total","From 25 to 29 years","Number","289,887",""
"2018","Ireland","Total","From 30 to 34 years","Number","337,951",""
"2018","Ireland","Total","From 35 to 39 years","Number","395,840",""
"2018","Ireland","Total","From 40 to 44 years","Number","367,138",""
"2018","Ireland","Total","From 45 to 49 years","Number","338,570",""
"2018","Ireland","Total","From 50 to 54 years","Number","305,197",""
"2018","Ireland","Total","From 55 to 59 years","Number","277,508",""
"2018","Ireland","Total","From 60 to 64 years","Number","244,778",""
"2018","Ireland","Total","From 65 to 69 years","Number","214,718",""
"2018","Ireland","Total","From 70 to 74 years","Number","175,461",""
"2018","Ireland","Total","From 75 to 79 years","Number","120,484",""
"2018","Ireland","Total","75 years or over","Number","278,469",""
"2018","Ireland","Total","From 80 to 84 years","Number","84,888",""
"2018","Ireland","Total","80 years or over","Number","157,985",""
"2018","Ireland","Males","From 20 to 24 years","Number","145,176",""
"2018","Ireland","Males","From 25 to 29 years","Number","144,229",""
"2018","Ireland","Males","From 30 to 34 years","Number","161,910",""
"2018","Ireland","Males","From 35 to 39 years","Number","192,309",""
"2018","Ireland","Males","From 40 to 44 years","Number","181,935",""
"2018","Ireland","Males","From 45 to 49 years","Number","169,000",""
"2018","Ireland","Males","From 50 to 54 years","Number","151,211",""
"2018","Ireland","Males","From 55 to 59 years","Number","137,528",""
"2018","Ireland","Males","From 60 to 64 years","Number","121,490",""
"2018","Ireland","Males","From 65 to 69 years","Number","106,432",""
"2018","Ireland","Males","From 70 to 74 years","Number","86,211",""
"2018","Ireland","Males","From 75 to 79 years","Number","57,023",""
"2018","Ireland","Males","75 years or over","Number","120,444",""
"2018","Ireland","Males","From 80 to 84 years","Number","37,339",""
"2018","Ireland","Males","80 years or over","Number","63,421",""
"2018","Ireland","Females","From 20 to 24 years","Number","139,960",""
"2018","Ireland","Females","From 25 to 29 years","Number","145,658",""
"2018","Ireland","Females","From 30 to 34 years","Number","176,041",""
"2018","Ireland","Females","From 35 to 39 years","Number","203,531",""
"2018","Ireland","Females","From 40 to 44 years","Number","185,203",""
"2018","Ireland","Females","From 45 to 49 years","Number","169,570",""
"2018","Ireland","Females","From 50 to 54 years","Number","153,986",""
"2018","Ireland","Females","From 55 to 59 years","Number","139,980",""
"2018","Ireland","Females","From 60 to 64 years","Number","123,288",""
"2018","Ireland","Females","From 65 to 69 years","Number","108,286",""
"2018","Ireland","Females","From 70 to 74 years","Number","89,250",""
"2018","Ireland","Females","From 75 to 79 years","Number","63,461",""
"2018","Ireland","Females","75 years or over","Number","158,025",""
"2018","Ireland","Females","From 80 to 84 years","Number","47,549",""
"2018","Ireland","Females","80 years or over","Number","94,564",""
"2018","Greece","Total","From 20 to 24 years","Number","547,434",""
"2018","Greece","Total","From 25 to 29 years","Number","583,759",""
"2018","Greece","Total","From 30 to 34 years","Number","632,976",""
"2018","Greece","Total","From 35 to 39 years","Number","785,829",""
"2018","Greece","Total","From 40 to 44 years","Number","802,440",""
"2018","Greece","Total","From 45 to 49 years","Number","816,889",""
"2018","Greece","Total","From 50 to 54 years","Number","764,422",""
"2018","Greece","Total","From 55 to 59 years","Number","719,441",""
"2018","Greece","Total","From 60 to 64 years","Number","659,565",""
"2018","Greece","Total","From 65 to 69 years","Number","608,739",""
"2018","Greece","Total","From 70 to 74 years","Number","539,234",""
"2018","Greece","Total","From 75 to 79 years","Number","451,318",""
"2018","Greece","Total","75 years or over","Number","1,192,189",""
"2018","Greece","Total","From 80 to 84 years","Number","391,088",""
"2018","Greece","Total","80 years or over","Number","740,871",""
"2018","Greece","Males","From 20 to 24 years","Number","281,582",""
"2018","Greece","Males","From 25 to 29 years","Number","294,716",""
"2018","Greece","Males","From 30 to 34 years","Number","316,745",""
"2018","Greece","Males","From 35 to 39 years","Number","392,610",""
"2018","Greece","Males","From 40 to 44 years","Number","397,112",""
"2018","Greece","Males","From 45 to 49 years","Number","397,859",""
"2018","Greece","Males","From 50 to 54 years","Number","366,681",""
"2018","Greece","Males","From 55 to 59 years","Number","338,999",""
"2018","Greece","Males","From 60 to 64 years","Number","311,872",""
"2018","Greece","Males","From 65 to 69 years","Number","286,552",""
"2018","Greece","Males","From 70 to 74 years","Number","248,313",""
"2018","Greece","Males","From 75 to 79 years","Number","199,271",""
"2018","Greece","Males","75 years or over","Number","503,672",""
"2018","Greece","Males","From 80 to 84 years","Number","162,958",""
"2018","Greece","Males","80 years or over","Number","304,401",""
"2018","Greece","Females","From 20 to 24 years","Number","265,852",""
"2018","Greece","Females","From 25 to 29 years","Number","289,043",""
"2018","Greece","Females","From 30 to 34 years","Number","316,231",""
"2018","Greece","Females","From 35 to 39 years","Number","393,219",""
"2018","Greece","Females","From 40 to 44 years","Number","405,328",""
"2018","Greece","Females","From 45 to 49 years","Number","419,030",""
"2018","Greece","Females","From 50 to 54 years","Number","397,741",""
"2018","Greece","Females","From 55 to 59 years","Number","380,442",""
"2018","Greece","Females","From 60 to 64 years","Number","347,693",""
"2018","Greece","Females","From 65 to 69 years","Number","322,187",""
"2018","Greece","Females","From 70 to 74 years","Number","290,921",""
"2018","Greece","Females","From 75 to 79 years","Number","252,047",""
"2018","Greece","Females","75 years or over","Number","688,517",""
"2018","Greece","Females","From 80 to 84 years","Number","228,130",""
"2018","Greece","Females","80 years or over","Number","436,470",""
"2018","Spain","Total","From 20 to 24 years","Number","2,261,480",""
"2018","Spain","Total","From 25 to 29 years","Number","2,512,344",""
"2018","Spain","Total","From 30 to 34 years","Number","2,853,411",""
"2018","Spain","Total","From 35 to 39 years","Number","3,577,708",""
"2018","Spain","Total","From 40 to 44 years","Number","3,972,626",""
"2018","Spain","Total","From 45 to 49 years","Number","3,767,855",""
"2018","Spain","Total","From 50 to 54 years","Number","3,592,109",""
"2018","Spain","Total","From 55 to 59 years","Number","3,205,171",""
"2018","Spain","Total","From 60 to 64 years","Number","2,713,839",""
"2018","Spain","Total","From 65 to 69 years","Number","2,406,131",""
"2018","Spain","Total","From 70 to 74 years","Number","2,126,644",""
"2018","Spain","Total","From 75 to 79 years","Number","1,538,604",""
"2018","Spain","Total","75 years or over","Number","4,426,719",""
"2018","Spain","Total","From 80 to 84 years","Number","1,422,641",""
"2018","Spain","Total","80 years or over","Number","2,888,115",""
"2018","Spain","Males","From 20 to 24 years","Number","1,153,467",""
"2018","Spain","Males","From 25 to 29 years","Number","1,264,328",""
"2018","Spain","Males","From 30 to 34 years","Number","1,420,073",""
"2018","Spain","Males","From 35 to 39 years","Number","1,795,555",""
"2018","Spain","Males","From 40 to 44 years","Number","2,014,901",""
"2018","Spain","Males","From 45 to 49 years","Number","1,902,769",""
"2018","Spain","Males","From 50 to 54 years","Number","1,791,837",""
"2018","Spain","Males","From 55 to 59 years","Number","1,578,213",""
"2018","Spain","Males","From 60 to 64 years","Number","1,316,834",""
"2018","Spain","Males","From 65 to 69 years","Number","1,147,212",""
"2018","Spain","Males","From 70 to 74 years","Number","983,119",""
"2018","Spain","Males","From 75 to 79 years","Number","679,146",""
"2018","Spain","Males","75 years or over","Number","1,749,702",""
"2018","Spain","Males","From 80 to 84 years","Number","576,201",""
"2018","Spain","Males","80 years or over","Number","1,070,556",""
"2018","Spain","Females","From 20 to 24 years","Number","1,108,013",""
"2018","Spain","Females","From 25 to 29 years","Number","1,248,016",""
"2018","Spain","Females","From 30 to 34 years","Number","1,433,338",""
"2018","Spain","Females","From 35 to 39 years","Number","1,782,153",""
"2018","Spain","Females","From 40 to 44 years","Number","1,957,725",""
"2018","Spain","Females","From 45 to 49 years","Number","1,865,086",""
"2018","Spain","Females","From 50 to 54 years","Number","1,800,272",""
"2018","Spain","Females","From 55 to 59 years","Number","1,626,958",""
"2018","Spain","Females","From 60 to 64 years","Number","1,397,005",""
"2018","Spain","Females","From 65 to 69 years","Number","1,258,919",""
"2018","Spain","Females","From 70 to 74 years","Number","1,143,525",""
"2018","Spain","Females","From 75 to 79 years","Number","859,458",""
"2018","Spain","Females","75 years or over","Number","2,677,017",""
"2018","Spain","Females","From 80 to 84 years","Number","846,440",""
"2018","Spain","Females","80 years or over","Number","1,817,559",""
"2018","France","Total","From 20 to 24 years","Number","3,716,761",""
"2018","France","Total","From 25 to 29 years","Number","3,868,878",""
"2018","France","Total","From 30 to 34 years","Number","4,046,774",""
"2018","France","Total","From 35 to 39 years","Number","4,231,329",""
"2018","France","Total","From 40 to 44 years","Number","4,208,477",""
"2018","France","Total","From 45 to 49 years","Number","4,542,502",""
"2018","France","Total","From 50 to 54 years","Number","4,492,098",""
"2018","France","Total","From 55 to 59 years","Number","4,288,868",""
"2018","France","Total","From 60 to 64 years","Number","4,064,811",""
"2018","France","Total","From 65 to 69 years","Number","3,948,096",""
"2018","France","Total","From 70 to 74 years","Number","3,038,543",""
"2018","France","Total","From 75 to 79 years","Number","2,146,927",""
"2018","France","Total","75 years or over","Number","6,202,392",""
"2018","France","Total","From 80 to 84 years","Number","1,872,873",""
"2018","France","Total","80 years or over","Number","4,055,465",""
"2018","France","Males","From 20 to 24 years","Number","1,877,708",""
"2018","France","Males","From 25 to 29 years","Number","1,909,315",""
"2018","France","Males","From 30 to 34 years","Number","1,966,437",""
"2018","France","Males","From 35 to 39 years","Number","2,068,995",""
"2018","France","Males","From 40 to 44 years","Number","2,079,027",""
"2018","France","Males","From 45 to 49 years","Number","2,247,868",""
"2018","France","Males","From 50 to 54 years","Number","2,204,158",""
"2018","France","Males","From 55 to 59 years","Number","2,081,354",""
"2018","France","Males","From 60 to 64 years","Number","1,938,180",""
"2018","France","Males","From 65 to 69 years","Number","1,866,856",""
"2018","France","Males","From 70 to 74 years","Number","1,408,679",""
"2018","France","Males","From 75 to 79 years","Number","947,661",""
"2018","France","Males","75 years or over","Number","2,384,732",""
"2018","France","Males","From 80 to 84 years","Number","751,929",""
"2018","France","Males","80 years or over","Number","1,437,071",""
"2018","France","Females","From 20 to 24 years","Number","1,839,053",""
"2018","France","Females","From 25 to 29 years","Number","1,959,563",""
"2018","France","Females","From 30 to 34 years","Number","2,080,337",""
"2018","France","Females","From 35 to 39 years","Number","2,162,334",""
"2018","France","Females","From 40 to 44 years","Number","2,129,450",""
"2018","France","Females","From 45 to 49 years","Number","2,294,634",""
"2018","France","Females","From 50 to 54 years","Number","2,287,940",""
"2018","France","Females","From 55 to 59 years","Number","2,207,514",""
"2018","France","Females","From 60 to 64 years","Number","2,126,631",""
"2018","France","Females","From 65 to 69 years","Number","2,081,240",""
"2018","France","Females","From 70 to 74 years","Number","1,629,864",""
"2018","France","Females","From 75 to 79 years","Number","1,199,266",""
"2018","France","Females","75 years or over","Number","3,817,660",""
"2018","France","Females","From 80 to 84 years","Number","1,120,944",""
"2018","France","Females","80 years or over","Number","2,618,394",""
"2018","France (metropolitan)","Total","From 20 to 24 years","Number",":",""
"2018","France (metropolitan)","Total","From 25 to 29 years","Number",":",""
"2018","France (metropolitan)","Total","From 30 to 34 years","Number",":",""
"2018","France (metropolitan)","Total","From 35 to 39 years","Number",":",""
"2018","France (metropolitan)","Total","From 40 to 44 years","Number",":",""
"2018","France (metropolitan)","Total","From 45 to 49 years","Number",":",""
"2018","France (metropolitan)","Total","From 50 to 54 years","Number",":",""
"2018","France (metropolitan)","Total","From 55 to 59 years","Number",":",""
"2018","France (metropolitan)","Total","From 60 to 64 years","Number",":",""
"2018","France (metropolitan)","Total","From 65 to 69 years","Number",":",""
"2018","France (metropolitan)","Total","From 70 to 74 years","Number",":",""
"2018","France (metropolitan)","Total","From 75 to 79 years","Number",":",""
"2018","France (metropolitan)","Total","75 years or over","Number",":",""
"2018","France (metropolitan)","Total","From 80 to 84 years","Number",":",""
"2018","France (metropolitan)","Total","80 years or over","Number",":",""
"2018","France (metropolitan)","Males","From 20 to 24 years","Number",":",""
"2018","France (metropolitan)","Males","From 25 to 29 years","Number",":",""
"2018","France (metropolitan)","Males","From 30 to 34 years","Number",":",""
"2018","France (metropolitan)","Males","From 35 to 39 years","Number",":",""
"2018","France (metropolitan)","Males","From 40 to 44 years","Number",":",""
"2018","France (metropolitan)","Males","From 45 to 49 years","Number",":",""
